1;100;180;618881423.4016982
1;115;180;240733987.9422997
1;130;180;573237621.8378612
1;145;180;292661888.1056256
1;160;180;1046456826.1211956
1;175;180;377741181.33477044
1;190;180;1023157952.8407005
1;205;180;497999415.8824502
1;220;180;1032967645.9555151
1;235;180;653489192.5779872
1;250;180;1058294150.8963249
1;265;180;842300825.2697378
1;280;180;1109534722.0742192
1;295;180;880826078.0239156
1;310;180;1016604016.8394213
1;325;180;1097517046.1511323
1;340;180;1046565159.3638077
1;355;180;1118776749.835673
1;370;180;1134481118.3959787
1;385;180;1124627581.381475
