1;100;180;614000661.3925045
1;115;180;240146389.9256462
1;130;180;568772357.6040952
1;145;180;291282996.5118964
1;160;180;1037372745.1115909
1;175;180;375316783.5222625
1;190;180;1014266232.553341
1;205;180;494247690.7363739
1;220;180;1023965779.7030989
1;235;180;648137857.9548627
1;250;180;1049041701.9885935
1;265;180;835092068.9058522
1;280;180;1099791534.7373607
1;295;180;873239819.2937114
1;310;180;1007724888.0611674
1;325;180;1087874582.817974
1;340;180;1037396034.1196436
1;355;180;1108929183.2487707
1;370;180;1124483899.4658515
1;385;180;1114719501.1705725
