1;100;180;480101813701.83746
1;115;180;636317932650.3624
1;130;180;814864165073.0619
1;145;180;1015739956728.3458
1;160;180;1236908019185.2322
1;175;180;1480306743159.0571
1;190;180;1748224065617.3352
1;205;180;2035877521253.6323
1;220;180;2345349144005.694
1;235;180;2679754766408.6943
1;250;180;3033962709721.8823
1;265;180;3411857668524.5054
1;280;180;3812001516982.3584
1;295;180;4230717597731.819
1;310;180;4674996471042.96
1;325;180;5140139896518.227
1;340;180;5628069552834.077
1;355;180;6134980731972.049
1;370;180;6669992297059.664
1;385;180;7221936448042.211
