0.5;300;180;1032499607.7793224
0.75;300;180;1025566543.4363742
1.0;300;180;1031298915.431054
1.25;300;180;1035329998.1664715
1.5;300;180;1041419654.5569732
1.75;300;180;965457136.7683172
2.0;300;180;953801940.0231531
2.25;300;180;897804148.5382398
2.5;300;180;930937683.1089877
2.75;300;180;925459369.357533
3.0;300;180;874108388.5874795
3.25;300;180;882981996.4386954
3.5;300;180;923950440.1126493
3.75;300;180;867256075.5778025
4.0;300;180;901514781.6886975
4.25;300;180;764021826.5457293
4.5;300;180;894374585.2530231
4.75;300;180;857846399.8613454
5.0;300;180;848210578.2149494
5.25;300;180;913977968.3019389
